Date,Open,High,Low,Close,Adj Close,Volume
5/1/12,55.279999,55.540001,51.200001,52.029999,43.794136,40657000
6/1/12,51.709999,55.970001,51.349998,55.900002,47.051552,33499500
7/1/12,55.779999,58.93,55.139999,58.619999,49.341003,37229300
8/1/12,58.98,60.650002,55.099998,59.009998,49.66927,68444100
9/1/12,58.59,61.889999,58.439999,61.259998,51.563114,32712700
10/1/12,61.860001,64.07,60,60.459999,50.889744,33606900
11/1/12,60.32,62.25,58.599998,62.049999,52.228062,31993600
12/1/12,62.32,64.400002,62.009998,63.299999,53.280205,27553900
1/1/13,63.799999,68.43,63.509998,67.82,57.084732,33457600
2/1/13,68.519997,70.239998,66.650002,67.800003,57.067902,35318200
3/1/13,67.629997,71.629997,67.550003,71.239998,62.242287,32024600
4/1/13,71,74.269997,69.720001,73.760002,64.444016,32687700
5/1/13,73.650002,75.730003,71.760002,71.760002,62.696617,34006200
6/1/13,70.849998,73.68,67.669998,70.709999,61.779221,34346500
7/1/13,70.910004,73.739998,69.970001,71.610001,62.565563,27517900
8/1/13,72.360001,75.730003,71.68,72.980003,63.762524,29420300
9/1/13,75.410004,77.099998,74.410004,76.709999,67.021416,23870100
10/1/13,76.699997,79.639999,72.769997,77.550003,67.755333,33326300
11/1/13,77.25,80.43,76.360001,79.120003,69.127029,26965900
12/1/13,79.32,80.550003,76.360001,80.379997,70.22789,19892100
1/1/14,79.040001,82.019997,78.43,79.07,69.083359,38720100
2/1/14,79.870003,84.330002,77.900002,83.18,72.674248,43562400
3/1/14,82.089996,85.230003,80.639999,85.019997,76.784882,30822200
4/1/14,84.540001,86.970001,82.269997,86.940002,78.518913,37704400
5/1/14,86.910004,90.43,86.550003,90.059998,81.336708,45578600
6/1/14,89.059998,91.089996,88.160004,90.529999,81.761192,24550400
7/1/14,91.260002,91.660004,86.940002,86.940002,78.518913,22499100
8/1/14,86.089996,90.279999,84.419998,89.839996,81.138023,20645200
9/1/14,92.949997,95.5,92.699997,94.129997,85.012489,32885500
10/1/14,94.5,94.510002,84.169998,92.690002,83.711967,34984700
11/1/14,91.730003,96.970001,91.18,96.650002,87.288406,19011600
12/1/14,96.849998,96.900002,91.110001,92.660004,83.684875,27772800
1/1/15,92.830002,102.589996,90.980003,97.400002,87.965759,60432900
2/1/15,97.239998,103.5,96.349998,102.400002,92.481453,32966400
3/1/15,99.82,103.080002,95.739998,98.610001,89.058548,33660400
4/1/15,100.029999,105.82,98.919998,101.800003,94.540352,27733800
5/1/15,102.089996,105.099998,101.230003,102.730003,95.40403,21704500
6/1/15,103.830002,104.379997,97.849998,98.339996,91.32708,30260800
7/1/15,98.400002,106.839996,97.389999,103.75,96.351288,49118100
8/1/15,104.470001,104.510002,92.010002,98.639999,91.605698,46163600
9/1/15,95.230003,98.949997,88.889999,91.919998,85.364914,39536000
10/1/15,92.32,95.110001,89.919998,90.43,83.981171,39026500
11/1/15,90.68,91.150002,85.190002,85.239998,79.161285,33626700
12/1/15,86.120003,88.489998,83.660004,86.040001,79.904236,43350000
1/1/16,85.589996,86.260002,75.639999,77.970001,72.409737,50611000
2/1/16,77.32,77.589996,70.639999,71.110001,66.03894,51191100
3/1/16,72.120003,74.870003,71.110001,72.440002,69.895287,49711100
4/1/16,69.910004,77.379997,69.900002,75.970001,73.301285,49300900
5/1/16,76.440002,80.379997,72.470001,79.510002,76.716927,43312800
6/1/16,79.790001,82.580002,75.279999,82.510002,79.611542,43456500
7/1/16,82.510002,83.580002,80.849998,83.260002,80.335197,25827300
8/1/16,82.510002,83.459999,77.660004,78.769997,76.002914,25281700
9/1/16,78.110001,82.239998,77.720001,78.959999,76.186249,33995000
10/1/16,78.940002,79.290001,70.949997,71.019997,68.525162,63011500
11/1/16,71.019997,74.510002,67.279999,68.760002,66.344559,74922200
12/1/16,68.239998,73.360001,66.93,72.839996,70.281227,59938000
1/1/17,72.889999,74.440002,69.529999,73.919998,71.323296,85518500
2/1/17,73.110001,78.529999,72.720001,78.169998,75.423996,57578900
3/1/17,75.410004,76.169998,73.610001,74.269997,71.660995,62584400
4/1/17,74.449997,77.510002,72.669998,77.029999,77.029999,41525400
5/1/17,76.989998,82.089996,76.900002,81.769997,81.769997,59152700
